City ID,City,Country,Lat,Lng,Max Temp,Humidty,Cloudiness,Wind Speed,Current Description
478,Sabla,NG,12.7525,4.7077,89.02,28,26,9.06,scattered clouds
479,Grantham,GB,52.9115,-0.6418,41.0,93,4,3.44,clear sky
480,Serpa,PT,37.9458,-7.5975,57.2,88,0,5.75,clear sky
481,Cabedelo,BR,-6.9811,-34.8339,73.4,100,40,4.61,scattered clouds
482,Camana,PE,-16.6228,-72.7111,69.1,80,0,6.26,clear sky
483,Sabha,LY,27.0377,14.4283,70.99,47,1,16.37,clear sky
484,Martinsville,US,36.6915,-79.8725,55.99,67,90,3.56,overcast clouds
485,Lethem,GY,3.3803,-59.7968,78.48,68,83,7.36,broken clouds
486,Bandarbeyla,SO,9.4942,50.8122,81.91,78,6,11.1,clear sky
487,Zhongshu,CN,24.5167,103.7667,61.29,82,61,6.13,broken clouds
488,Togur,RU,58.3631,82.8265,8.15,83,100,17.58,overcast clouds
489,Kaili,ID,-3.4626,120.2147,75.34,69,83,2.15,broken clouds
490,Gunjur,GM,13.2019,-16.7339,72.1,74,64,10.6,broken clouds
491,Gimli,CA,50.6336,-96.9907,30.2,59,100,16.11,overcast clouds
492,Cockburn Town,TC,21.4612,-71.1419,78.8,83,20,9.22,few clouds
493,Blagoyevo,RU,63.3667,47.9167,26.67,72,20,2.44,few clouds
494,Oume,JP,35.7839,139.2431,60.8,31,1,5.75,clear sky
495,Aleksandrov Gay,RU,50.147,48.5704,53.42,75,100,6.91,overcast clouds
496,Nogliki,RU,51.8333,143.1667,31.51,98,100,24.87,light snow
497,Kungurtug,RU,50.5994,97.5228,39.81,48,2,2.55,clear sky
498,Mitsamiouli,KM,-11.3847,43.2844,80.22,79,0,9.08,light rain
499,Labuhan,ID,-6.8844,112.2051,79.88,77,57,5.57,broken clouds
500,Ngunguru,NZ,-35.6167,174.5,70.0,63,71,5.99,broken clouds
501,Black River,JM,18.0264,-77.8487,84.2,70,20,8.05,few clouds
502,Deniliquin,AU,-35.5333,144.9667,63.0,62,100,6.76,overcast clouds
503,Avera,US,33.194,-82.5271,68.0,49,1,4.18,clear sky
504,Saint-Leu,RE,-21.15,55.2833,77.0,83,90,11.5,overcast clouds
505,Preobrazheniye,RU,42.9019,133.9064,51.89,49,0,12.1,clear sky
506,Plettenberg Bay,ZA,-34.0527,23.3716,65.89,66,6,12.12,clear sky
507,Karlskoga,SE,59.3267,14.5239,43.0,75,33,9.22,scattered clouds
508,Rio Cuarto,AR,-33.1307,-64.3499,69.8,73,40,14.97,scattered clouds
509,Ouallam,NE,14.3188,2.0866,88.81,32,24,9.82,few clouds
510,Djibo,BF,14.1022,-1.6306,87.19,13,65,7.52,broken clouds
511,Prainha,BR,-1.8,-53.48,72.21,98,100,0.81,overcast clouds
512,Vila,PT,42.0304,-8.1588,55.0,69,100,1.99,overcast clouds
513,Sitka,US,57.0531,-135.33,66.2,26,1,11.5,clear sky
514,Tautira,PF,-17.7333,-149.15,86.0,66,20,9.22,few clouds
515,Kirakira,SB,-10.4544,161.9205,85.77,69,100,7.0,overcast clouds
516,Krasnoarmeysk,RU,51.0239,45.6969,48.45,70,100,6.11,overcast clouds
517,Luwuk,ID,-0.9516,122.7875,79.47,83,100,5.41,overcast clouds
518,Dekar,BW,-21.5333,21.9333,59.45,50,0,6.15,clear sky
519,Whitehorse,CA,60.7161,-135.0538,57.2,21,1,11.5,clear sky
520,Turayf,SA,31.6725,38.6637,66.2,32,0,9.22,clear sky
521,Thunder Bay,CA,48.4001,-89.3168,41.0,75,90,5.75,moderate rain
522,Poum,NC,-20.2333,164.0167,79.25,74,100,3.44,overcast clouds
523,Tulun,RU,54.5611,100.5792,36.28,59,50,14.36,scattered clouds
524,Kavieng,PG,-2.5744,150.7967,83.91,72,97,6.64,overcast clouds
525,Nha Trang,VN,12.25,109.1833,82.4,69,20,2.3,few clouds
526,Maua,BR,-23.6678,-46.4614,64.4,88,90,9.22,overcast clouds
527,San Patricio,US,28.017,-97.5169,63.0,55,90,3.44,overcast clouds
528,Challans,FR,46.8436,-1.8749,41.0,81,0,3.44,clear sky
529,Vallenar,CL,-28.5708,-70.7581,65.43,63,0,1.52,clear sky
530,Sartana,UA,47.1744,37.6927,48.0,100,100,5.01,overcast clouds
531,Padang,ID,-0.9492,100.3543,79.75,79,13,1.68,few clouds
532,Xanlar,AZ,40.5869,46.3158,68.0,45,75,11.5,broken clouds
533,Coihaique,CL,-45.5752,-72.0662,53.6,94,90,5.75,light rain
534,Homer,US,59.6425,-151.5483,59.0,44,90,6.91,overcast clouds
535,Camacha,PT,33.0833,-16.3333,60.8,72,20,6.91,few clouds
536,Talnakh,RU,69.4865,88.3972,-9.65,91,56,3.18,broken clouds
537,Kamenka,RU,51.3223,42.7678,43.0,80,100,5.86,overcast clouds
538,Yichun,CN,47.7,128.9,54.64,31,0,5.55,clear sky
539,Kotovo,RU,50.3211,44.8012,47.32,65,74,3.06,light rain
540,Rundu,NA,-17.9333,19.7667,58.64,55,0,6.6,clear sky
541,Katherine,AU,-14.4667,132.2667,82.4,30,0,12.66,clear sky
542,Wagga Wagga,AU,-35.1167,147.3667,62.01,62,3,1.14,clear sky
543,Varna,BG,43.2167,27.9167,45.0,76,40,4.61,scattered clouds
544,Dzaoudzi,YT,-12.7887,45.2699,80.6,89,0,8.7,light rain
545,Bandraboua,YT,-12.7044,45.1223,80.6,89,0,7.83,light rain
546,La Ronge,CA,55.1001,-105.2842,37.4,28,100,11.5,overcast clouds
547,Pangnirtung,CA,66.1451,-65.7125,4.6,85,64,7.27,broken clouds
548,Tarauaca,BR,-8.1614,-70.7656,73.2,97,98,2.48,overcast clouds
549,Alofi,NU,-19.0595,-169.9187,84.2,54,5,10.36,clear sky
550,Pizarro,CO,4.9533,-77.366,77.76,87,100,4.05,light rain
551,Bantry,IE,51.6833,-9.45,46.4,93,75,9.22,light rain
552,Umea,SE,63.8284,20.2597,28.4,93,20,3.44,few clouds
553,Barinas,VE,8.6226,-70.2075,84.54,46,100,2.19,overcast clouds
554,Dawei,MM,14.0833,98.2,78.84,86,100,1.03,overcast clouds
555,Arauco,CL,-37.2463,-73.3175,55.4,88,40,4.61,scattered clouds
556,Gizo,SB,-8.103,156.8419,81.61,79,77,14.41,broken clouds
557,Calvinia,ZA,-31.4707,19.776,66.51,36,5,2.01,clear sky
558,Saint Pete Beach,US,27.7253,-82.7412,79.0,78,75,6.91,broken clouds
559,Lincoln,US,40.8,-96.667,62.6,27,1,8.05,clear sky
560,Burnie,AU,-41.0667,145.9167,57.99,75,100,7.0,overcast clouds
561,Rio Gallegos,AR,-51.6226,-69.2181,57.2,58,0,2.3,clear sky
562,Gamba,GA,-2.65,10.0,77.32,89,100,3.89,overcast clouds
563,Okha,RU,53.5739,142.9478,31.48,98,100,23.11,snow
564,Balad,IQ,34.0164,44.1453,76.77,28,57,9.26,broken clouds
565,Sur,OM,22.5667,59.5289,80.53,57,100,3.83,overcast clouds
566,Sfantu Gheorghe,RO,45.8667,25.7833,36.0,83,98,2.26,overcast clouds
567,Freeport,US,40.6576,-73.5832,53.01,82,75,8.05,broken clouds
568,High Level,CA,58.5169,-117.136,46.4,39,75,2.3,broken clouds
569,Iralaya,HN,15.0,-83.2333,82.4,83,75,5.75,broken clouds
570,Campoverde,PE,-8.4753,-74.8058,82.4,78,40,3.44,scattered clouds
571,Dakoro,NE,14.5106,6.765,84.06,6,6,4.5,clear sky
572,Doka,SD,13.5167,35.7667,85.62,24,5,8.43,clear sky
573,Lata,PT,40.1629,-8.3327,59.0,74,100,1.07,overcast clouds
574,Keti Bandar,PK,24.1447,67.4497,79.38,77,100,9.28,overcast clouds
575,Ko Samui,TH,9.5357,99.9357,83.07,74,100,12.46,overcast clouds
576,San Martin,AR,-33.081,-68.4681,73.4,64,40,3.44,scattered clouds
577,Zhenlai,CN,45.8495,123.2973,57.79,38,0,26.26,clear sky
578,Calceta,EC,-0.85,-80.1667,78.8,83,75,4.61,light rain
579,Yeniseysk,RU,58.4497,92.1703,31.95,82,100,8.75,overcast clouds
580,Evensk,RU,61.95,159.2333,31.96,98,100,2.04,overcast clouds
581,Barhi,IN,23.9,80.8,80.31,22,8,4.05,clear sky
582,Sawakin,SD,19.1059,37.3321,79.72,69,0,7.63,clear sky
583,Tashla,RU,51.7716,52.7427,46.56,76,100,14.07,light rain
584,Mananara,MG,-16.1667,49.7667,72.64,92,100,9.78,light rain
585,Palora,EC,-1.7,-77.9333,67.26,96,95,2.06,light rain
586,Khartoum,SD,15.5518,32.5324,87.01,17,6,9.64,clear sky
587,Stornoway,GB,58.2093,-6.3865,48.0,93,90,10.36,overcast clouds
588,Mestia,GE,43.0458,42.7278,45.84,99,100,0.98,overcast clouds
589,Gotsu,JP,35.0,132.2167,57.2,67,20,6.91,few clouds
590,Culfa,AZ,38.9558,45.6308,53.6,71,40,6.91,scattered clouds
591,Businga,CD,3.3333,20.8833,70.86,97,100,2.19,overcast clouds
592,Verkhnevilyuysk,RU,63.4453,120.3167,16.3,84,100,5.97,overcast clouds
593,Effium,NG,6.6292,8.0593,76.87,78,100,7.16,overcast clouds
594,Iranshahr,IR,27.2025,60.6848,73.4,25,0,3.98,clear sky
595,Port Hardy,CA,50.6996,-127.4199,66.2,52,1,6.91,clear sky
596,Bilma,NE,18.6853,12.9164,84.38,7,83,7.47,broken clouds
597,Fuerte Olimpo,PY,-21.0415,-57.8738,78.03,49,18,1.92,few clouds
598,Sile,TR,41.1754,29.6133,53.01,100,75,10.36,light rain
599,Moussoro,TD,13.6408,16.4901,84.47,6,100,10.83,overcast clouds
600,San Juan,AR,-31.5375,-68.5364,76.55,50,98,0.47,overcast clouds
601,Owando,CG,-0.4819,15.8999,72.72,94,100,1.43,moderate rain
602,Buka,UZ,40.8108,69.1986,57.2,51,0,9.22,clear sky
603,Dovolnoye,RU,54.4958,79.6671,20.44,61,100,19.39,overcast clouds
604,Koshurnikovo,RU,54.1667,93.3,34.68,85,100,5.73,overcast clouds
605,Altamont,US,42.2068,-121.7372,73.4,14,1,14.97,clear sky
606,Isangel,VU,-19.55,169.2667,80.6,94,75,11.5,broken clouds
607,Redlands,US,34.0556,-117.1825,86.0,6,1,14.97,clear sky
608,Hambantota,LK,6.1241,81.1185,73.4,100,20,1.14,few clouds
609,Candelaria,PH,13.9311,121.4233,84.0,74,100,4.0,overcast clouds
610,Aranda De Duero,ES,41.6704,-3.6892,44.06,56,100,1.59,overcast clouds
611,Payson,US,40.0444,-111.7321,62.6,22,40,11.5,scattered clouds
612,Egypt Lake-Leto,US,28.0177,-82.5062,79.0,83,75,6.91,broken clouds
613,Nhulunbuy,AU,-12.2333,136.7667,82.4,74,75,12.66,light rain
614,Nome,US,64.5011,-165.4064,42.8,52,75,8.05,broken clouds
615,Vanimo,PG,-2.6741,141.3028,84.88,65,41,4.07,scattered clouds
616,Fez,MA,34.0372,-4.9998,50.0,87,0,8.05,clear sky
617,Orcopampa,PE,-15.2661,-72.3417,46.42,58,95,3.2,overcast clouds
618,Batticaloa,LK,7.7102,81.6924,78.8,82,80,5.19,broken clouds
619,Guilin,CN,25.2819,110.2864,59.0,94,90,4.47,mist
620,Taoudenni,ML,22.6783,-3.9836,79.75,14,0,13.56,clear sky
621,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.4,72,0,11.5,clear sky
622,Lieksa,FI,63.3167,30.0167,30.04,97,44,2.68,scattered clouds
623,Gazanjyk,TM,39.2446,55.5154,69.04,28,100,6.93,overcast clouds
624,Kenora,CA,49.8167,-94.4337,28.4,74,90,10.36,light snow
625,Pasighat,IN,28.0667,95.3333,68.58,85,100,0.98,overcast clouds
626,Dhidhdhoo,MV,6.8833,73.1,83.98,71,66,6.35,broken clouds
627,Boyolangu,ID,-8.1181,111.8935,80.08,81,51,6.35,broken clouds
628,Nyimba,ZM,-14.5566,30.8149,63.14,79,56,8.01,broken clouds
629,Chiredzi,ZW,-21.05,31.6667,56.89,90,0,2.71,clear sky
630,Nizhniy Kislyay,RU,50.8497,40.1719,44.78,69,99,4.52,overcast clouds
631,Okhotsk,RU,59.3833,143.3,31.8,99,100,8.37,light snow
632,Vicuna,CL,-30.0319,-70.7081,57.2,82,90,3.44,overcast clouds
633,Alto Paraguai,BR,-14.5136,-56.4825,76.46,74,60,0.83,broken clouds
634,Uvira,CD,-3.4067,29.1458,72.14,85,100,3.18,overcast clouds
635,Tvoroyri,FO,61.5556,-6.8111,41.0,93,75,8.05,broken clouds
636,Aldan,RU,58.6031,125.3894,15.04,85,100,13.53,light snow
637,Bom Jesus,BR,-9.0744,-44.3586,71.62,94,98,3.2,overcast clouds
638,Whitianga,NZ,-36.8333,175.7,66.0,76,100,4.0,overcast clouds
639,Amahai,ID,-3.3333,128.9167,81.0,96,49,1.99,scattered clouds
640,Ulundi,ZA,-28.3352,31.4162,57.47,67,0,5.91,clear sky
641,Ust-Tsilma,RU,65.441,52.1498,22.41,81,98,3.8,overcast clouds
642,Ormara,PK,25.2088,64.6357,80.17,69,99,14.45,overcast clouds
643,Aswan,EG,24.0934,32.907,82.0,32,0,9.53,clear sky
644,Kargil,IN,34.5667,76.1,27.73,60,83,5.26,broken clouds
645,Izhma,RU,65.0083,53.9113,21.29,86,38,2.93,scattered clouds
646,Havelock,US,34.8791,-76.9013,66.2,68,75,4.61,broken clouds
647,Seoni Malwa,IN,22.45,77.4667,82.58,22,5,4.34,clear sky
648,Lodwar,KE,3.1191,35.5973,81.57,55,46,14.81,scattered clouds
649,Jiangkou,CN,25.4872,119.1986,62.6,59,0,13.42,clear sky
650,Soyo,AO,-6.1349,12.3689,80.33,88,99,3.4,light rain
651,Hervey Bay,AU,-25.2986,152.8535,75.99,65,0,5.99,clear sky
652,Rio Grande,BR,-32.035,-52.0986,64.0,80,0,12.59,clear sky
653,Dejen,ET,10.1667,38.1333,59.9,59,100,2.91,light rain
654,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,88,20,4.61,few clouds
655,Aksarka,RU,66.5606,67.7975,-4.58,91,99,4.0,overcast clouds
656,San Quintin,MX,30.4833,-115.95,66.51,58,0,9.04,clear sky
657,Cairns,AU,-16.9167,145.7667,75.2,100,75,10.36,heavy intensity rain
658,Erenhot,CN,43.6475,111.9767,50.94,29,100,20.65,overcast clouds
659,Zemst,BE,50.9835,4.4588,42.01,100,100,4.61,overcast clouds
660,Banda Aceh,ID,5.5577,95.3222,81.64,76,88,10.67,overcast clouds
661,Northam,GB,51.0333,-4.2167,41.0,79,99,4.81,overcast clouds
662,Labranzagrande,CO,5.5622,-72.575,67.71,92,100,2.33,overcast clouds
663,Sinnai,IT,39.3042,9.2036,44.01,100,0,4.61,clear sky
664,Warrington,GB,53.3925,-2.5802,46.99,80,58,4.74,broken clouds
665,Purranque,CL,-40.9167,-73.1667,59.0,94,90,8.05,overcast clouds
666,Janauba,BR,-15.8025,-43.3089,76.51,49,82,4.45,broken clouds
667,Cortez,US,37.3489,-108.5859,60.8,12,20,11.5,few clouds
668,Tamandare,BR,-8.7597,-35.1047,77.5,83,97,5.53,overcast clouds
669,Mwingi,KE,-0.9344,38.0601,63.7,96,58,3.0,broken clouds
670,Sibolga,ID,1.7427,98.7792,77.77,85,100,1.81,overcast clouds
671,Margate,GB,51.3813,1.3862,43.0,82,0,1.99,clear sky
672,Clinton,US,42.587,-82.9199,57.99,33,90,6.91,overcast clouds
673,Pecos,US,31.4229,-103.4932,60.8,33,1,5.75,clear sky
674,Sinjar,IQ,36.3209,41.8754,69.4,41,34,8.63,scattered clouds
675,Berlevag,NO,70.8578,29.0864,35.26,83,95,16.24,overcast clouds
676,Vikhorevka,RU,56.1201,101.1636,28.4,54,86,11.18,overcast clouds
677,Coos Bay,US,43.3665,-124.2179,68.0,93,90,5.75,overcast clouds
678,Sandanski,BG,41.5667,23.2833,49.39,90,99,1.16,overcast clouds
679,Zhigansk,RU,66.7697,123.3711,12.36,88,100,5.32,overcast clouds
680,Hokitika,NZ,-42.7167,170.9667,60.55,72,16,3.96,few clouds
681,Kyren,RU,51.6828,102.1408,40.66,48,30,1.07,scattered clouds
682,Urumqi,CN,43.801,87.6005,59.0,41,0,8.95,clear sky
683,Nalut,LY,30.3333,10.85,57.25,31,66,12.64,broken clouds
684,Gornozavodsk,RU,58.3758,58.3211,21.69,72,2,1.05,clear sky
685,Port Hawkesbury,CA,45.6169,-61.3485,35.01,93,90,12.66,light snow
686,Teguise,ES,29.0605,-13.564,64.4,68,75,11.5,broken clouds
687,Belmonte,BR,-15.8631,-38.8828,77.0,83,0,6.91,clear sky
688,Zlobin,HR,45.2924,14.6541,48.2,66,0,4.61,clear sky
689,Usinsk,RU,65.9939,57.5281,6.08,98,100,5.75,overcast clouds
690,Bansang,GM,13.4333,-14.65,86.0,66,84,9.22,broken clouds
691,Panguna,PG,-6.3164,155.4848,84.22,58,22,1.1,few clouds
692,Biltine,TD,14.5333,20.9167,82.83,9,100,8.23,overcast clouds
693,Antofagasta,CL,-23.65,-70.4,62.6,82,75,6.91,broken clouds
694,Quelimane,MZ,-17.8786,36.8883,73.4,88,40,3.44,light rain
695,Bubaque,GW,11.2833,-15.8333,76.78,74,38,11.9,scattered clouds
696,Ankazoabo,MG,-22.2833,44.5167,61.84,77,0,4.21,clear sky
697,Lipin Bor,RU,60.2622,37.9763,29.8,81,5,7.38,clear sky
698,Prince Rupert,CA,54.3161,-130.3201,69.8,23,1,11.5,clear sky
699,Khawhai,IN,23.3667,93.1167,59.25,83,0,1.97,clear sky
700,Fukue,JP,32.6881,128.8419,60.8,48,0,12.66,clear sky
701,Sept-Iles,CA,50.2001,-66.3821,39.99,81,75,2.3,broken clouds
702,Gat,IL,31.61,34.7642,79.0,34,97,5.01,overcast clouds
703,Bataipora,BR,-22.2953,-53.2711,69.51,64,0,4.16,clear sky
704,Revda,RU,56.801,59.9303,15.8,79,0,2.24,clear sky
705,Drexel Heights,US,32.1412,-111.0284,75.2,12,40,10.36,scattered clouds
706,Matongo,TZ,-2.3833,34.0833,62.31,93,99,4.9,overcast clouds
707,Natal,BR,-5.795,-35.2094,77.0,88,40,3.44,scattered clouds
708,Conakry,GN,9.538,-13.6773,80.01,79,22,6.64,few clouds
709,Baherden,TM,38.4362,57.4316,70.29,27,100,3.4,overcast clouds
710,Frontera,MX,26.9333,-101.45,64.54,35,0,12.64,clear sky
711,Pauini,BR,-7.7136,-66.9764,72.57,95,99,1.34,overcast clouds
712,Puerto Madryn,AR,-42.7692,-65.0385,67.77,54,55,13.51,broken clouds
713,Krivosheino,RU,57.3431,83.9261,11.48,88,100,20.69,light snow
714,Chardara,KZ,41.2547,67.9692,61.7,53,100,8.21,overcast clouds
715,Cedar City,US,37.6775,-113.0619,60.8,12,1,13.8,clear sky
716,Cururupu,BR,-1.8283,-44.8683,74.55,97,100,3.02,overcast clouds
717,Azare,NG,11.6765,10.1948,80.92,12,90,5.23,overcast clouds
